,0,1,2
47,0.002507204422727227,0.020192129537463188,6.021544322720729e-05
48,0.0020221234299242496,0.020061278715729713,6.051053787814453e-05
49,0.0011312803253531456,0.019971860572695732,6.121999467723072e-05
50,0.0003523636842146516,0.0199108999222517,6.220841169124469e-05
51,0.00011619786528171971,0.01985369622707367,6.328321615001187e-05
52,0.0004330406372901052,0.019780097529292107,6.422027945518494e-05
53,0.000852341647259891,0.019666887819767,6.479652802227065e-05
54,0.000884669425431639,0.01950318180024624,6.489867519121617e-05
55,0.0005160014261491597,0.01928676664829254,6.455150287365541e-05
56,0.0001569671294419095,0.01904919557273388,6.392271461663768e-05
57,0.00012887838238384575,0.018806274980306625,6.323651905404404e-05
58,0.00037449225783348083,0.01857786998152733,6.268097786232829e-05
59,0.0006631526630371809,0.01837139204144478,6.232276791706681e-05
60,0.0007590611348859966,0.018199501559138298,6.225747347343713e-05
61,0.0006138741737231612,0.018054330721497536,6.248156569199637e-05
62,0.00035552590270526707,0.0179330762475729,6.292724719969556e-05
63,0.00013147025310900062,0.017833607271313667,6.353342905640602e-05
64,7.813212141627446e-05,0.0177325289696455,6.412772199837491e-05
65,0.00016210743342526257,0.0176254790276289,6.465167825808749e-05
66,0.00023300306929741055,0.017486589029431343,6.491761450888589e-05
67,0.00020608268096111715,0.01732466369867325,6.493924593087286e-05
68,0.00011957098467973992,0.017145035788416862,6.475597183452919e-05
69,6.637259502895176e-05,0.01695617288351059,6.44699830445461e-05
70,0.00010260542330797762,0.016758199781179428,6.412878428818658e-05
71,0.0001942876842804253,0.016578422859311104,6.389863847289234e-05
72,0.000255034799920395,0.01641685515642166,6.38315177639015e-05
73,0.0002664464118424803,0.016268311068415642,6.388589827110991e-05
74,0.00019217001681681722,0.016137786209583282,6.413924711523578e-05
75,0.00011333892325637862,0.016009215265512466,6.446152838179842e-05
76,5.802486339234747e-05,0.01589634269475937,6.487569771707058e-05
77,5.803460953757167e-05,0.01577932946383953,6.522088369820267e-05
78,7.607626321259886e-05,0.015648603439331055,6.54498435324058e-05
79,7.276909309439361e-05,0.015508203767240047,6.551182741532102e-05
80,5.837373100803234e-05,0.015358837321400642,6.548406963702291e-05
81,4.789052400155924e-05,0.015193394385278225,6.53167226118967e-05
82,6.702492100885138e-05,0.015032700262963772,6.5157852077391e-05
83,0.0001053509913617745,0.014874695800244808,6.503101030830294e-05
84,0.00012697858619503677,0.014733207412064075,6.502345786429942e-05
85,0.00011749786790460348,0.014601202681660652,6.512721301987767e-05
86,8.613536192569882e-05,0.014478187076747417,6.532310362672433e-05
87,5.6345685152336955e-05,0.014358687214553356,6.556596781592816e-05
88,4.136073766858317e-05,0.014239232055842876,6.581972411368042e-05
89,4.1456874896539375e-05,0.014117165468633175,6.60516889183782e-05
90,4.3644336983561516e-05,0.013990539126098156,6.618680345127359e-05
91,3.948902303818613e-05,0.013857093639671803,6.620713247684762e-05
92,3.810605630860664e-05,0.013716581277549267,6.614164885831997e-05
93,5.006914580008015e-05,0.013573159463703632,6.606047099921852e-05
94,6.582864443771541e-05,0.01343670953065157,6.603997462661937e-05
95,7.342731259996071e-05,0.013301469385623932,6.609607225982472e-05
96,6.7798318923451e-05,0.013170610181987286,6.622823275392875e-05
97,4.78270958410576e-05,0.013050972484052181,6.646254769293591e-05
98,3.40896840498317e-05,0.012934284284710884,6.674019823549315e-05
99,3.316338552394882e-05,0.012818663381040096,6.70081572025083e-05
100,3.4167187550337985e-05,0.012688905000686646,6.71621019137092e-05
