,0,1,2
0,0.1651919037103653,0.031173402443528175,4.293552410672419e-05
1,0.1651919037103653,0.031173402443528175,4.293552410672419e-05
2,0.16357597708702087,0.030437055975198746,3.9147817005869e-05
3,0.16199254989624023,0.029706893488764763,3.612940781749785e-05
4,0.16036973893642426,0.028979429975152016,3.380160706001334e-05
5,0.1586485207080841,0.02828042209148407,3.2139927498064935e-05
6,0.15678778290748596,0.02759622037410736,3.106012081843801e-05
7,0.15472300350666046,0.02693038061261177,3.0476076062768698e-05
8,0.15238206088542938,0.026279592886567116,3.0317836717586033e-05
9,0.14969363808631897,0.025640813633799553,3.052883766940795e-05
10,0.1465294063091278,0.02504885196685791,3.106838630628772e-05
11,0.14275839924812317,0.024484526365995407,3.191299401805736e-05
12,0.13817986845970154,0.023973507806658745,3.304643541923724e-05
13,0.13252510130405426,0.023542281240224838,3.446847040322609e-05
14,0.12543879449367523,0.023211179301142693,3.621082942117937e-05
15,0.11636221408843994,0.023010073229670525,3.833184382528998e-05
16,0.10465220361948013,0.022970886901021004,4.090288348379545e-05
17,0.08963001519441605,0.023078041151165962,4.4004133087582886e-05
18,0.07068738341331482,0.023317890241742134,4.773695036419667e-05
19,0.047920770943164825,0.023669367656111717,5.221872197580524e-05
20,0.0234485175460577,0.02410503290593624,5.752913057222031e-05
21,0.003922253847122192,0.024600116536021233,6.376706733135507e-05
22,0.005810755304992199,0.02514955960214138,7.102950621629134e-05
23,0.030828464776277542,0.025365134701132774,7.56668159738183e-05
24,0.055341072380542755,0.025371242314577103,7.7994613093324e-05
25,0.06317885220050812,0.02522529661655426,7.834202551748604e-05
26,0.05401383340358734,0.024964971467852592,7.718206325080246e-05
27,0.03512798249721527,0.02462189272046089,7.486340473406017e-05
28,0.016136981546878815,0.024214934557676315,7.173083577072248e-05
29,0.0036726300604641438,0.023757724091410637,6.807481258874759e-05
30,0.0002831108577083796,0.02324751578271389,6.411379581550136e-05
31,0.003645902266725898,0.022785238921642303,6.0867816500831395e-05
32,0.007722101174294949,0.022425595670938492,5.883553603780456e-05
33,0.009764019399881363,0.022171851247549057,5.788866110378876e-05
34,0.00926533155143261,0.022027254104614258,5.788276394014247e-05
35,0.0067994059063494205,0.021968340501189232,5.8658490161178634e-05
36,0.003348695347085595,0.021986572071909904,6.0140268033137545e-05
37,0.0006614469457417727,0.02205657958984375,6.212171138031408e-05
38,0.00042517861584201455,0.022121191024780273,6.424465391319245e-05
39,0.0025166983250528574,0.022131018340587616,6.595579179702327e-05
40,0.004076256416738033,0.022028973326086998,6.664686952717602e-05
41,0.0036705683451145887,0.021839343011379242,6.642779771937057e-05
42,0.0018245935207232833,0.021572962403297424,6.541762559209019e-05
43,0.0003445824549999088,0.021261220797896385,6.395409582182765e-05
44,0.00029190449276939034,0.020934808999300003,6.242049857974052e-05
45,0.001230210647918284,0.02064116857945919,6.122425838839263e-05
46,0.0022204520646482706,0.020380297675728798,6.043802932254039e-05
